life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,is_infinite
True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,17,11,94,0.010638297872340425,True
False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True,False,True,9,11,55,0.01818181818181818,True
True,False,True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,10,10,49,0.02040816326530612,False
True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,True,True,False,False,True,16,9,98,0.01020408163265306,False
True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,5,6,24,0.041666666666666664,False
False,True,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,9,20,54,0.018518518518518517,False
False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,True,17,11,91,0.01098901098901099,True
True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,6,123,0.008130081300813009,False
True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,False,False,True,19,7,114,0.008771929824561403,False
True,False,True,True,True,True,False,True,True,True,False,False,True,False,False,True,True,True,True,False,False,True,True,True,False,16,10,94,0.010638297872340425,False
True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,21,6,126,0.007936507936507936,False
True,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,12,17,65,0.015384615384615385,False
False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,4,2,18,0.05555555555555555,False
False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,7,10,39,0.02564102564102564,False
True,True,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,16,9,97,0.010309278350515464,False
False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3,2,13,0.07692307692307693,False
False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,7,14,42,0.023809523809523808,False
False,True,True,True,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True,15,9,94,0.010638297872340425,False
True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,21,7,118,0.00847457627118644,False
False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,True,False,18,10,110,0.00909090909090909,False
True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,5,9,29,0.034482758620689655,False
False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,9,16,55,0.01818181818181818,False
True,False,True,False,False,True,True,False,False,True,True,True,False,False,True,True,False,False,True,False,True,False,True,True,True,14,12,73,0.0136986301369863,True
False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,5,6,26,0.038461538461538464,False
False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,4,6,22,0.045454545454545456,False
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,5,128,0.0078125,False
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,4,18,0.05555555555555555,False
True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,11,18,62,0.016129032258064516,True
True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,8,16,48,0.020833333333333332,False
False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,True,8,13,45,0.022222222222222223,True
False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,14,11,89,0.011235955056179775,True
True,False,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,False,True,15,10,87,0.011494252873563218,False
True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,22,4,123,0.008130081300813009,False
False,False,False,False,False,True,True,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False,False,False,11,15,71,0.014084507042253521,True
True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,8,14,44,0.022727272727272728,False
False,True,False,False,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,True,False,True,True,False,13,16,76,0.013157894736842105,True
True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,True,20,5,116,0.008620689655172414,False
True,True,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,True,10,12,58,0.017241379310344827,False
True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,9,11,45,0.022222222222222223,False
False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,6,8,28,0.03571428571428571,False
True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,23,4,131,0.007633587786259542,False
True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,False,True,20,7,115,0.008695652173913044,False
False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,False,True,True,True,False,True,16,10,95,0.010526315789473684,False
True,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,13,13,78,0.01282051282051282,True
False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,20,7,115,0.008695652173913044,False
False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,True,19,7,115,0.008695652173913044,False
False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,7,14,44,0.022727272727272728,False
True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5,7,27,0.037037037037037035,True
False,False,False,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,10,10,63,0.015873015873015872,True
True,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,11,14,68,0.014705882352941176,True
False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,15,9,92,0.010869565217391304,False
False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,6,14,37,0.02702702702702703,True
False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,7,10,36,0.027777777777777776,True
False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,5,7,30,0.03333333333333333,True
False,True,True,False,False,True,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,11,16,67,0.014925373134328358,False
False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,6,10,42,0.023809523809523808,True
False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,12,14,70,0.014285714285714285,False
False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,3,2,18,0.05555555555555555,False
True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,21,6,118,0.00847457627118644,False
False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,4,4,19,0.05263157894736842,False
True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,6,11,32,0.03125,True
False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,True,8,12,48,0.020833333333333332,True
False,True,True,True,False,True,False,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,12,14,78,0.01282051282051282,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,5,7,26,0.038461538461538464,False
True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,20,6,118,0.00847457627118644,False
False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,22,6,128,0.0078125,False
True,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,9,11,50,0.02,False
True,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,13,17,70,0.014285714285714285,False
False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,7,14,44,0.022727272727272728,False
True,False,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,21,5,120,0.008333333333333333,False
